site_name,year,month,NEE,GPP,Reco,ET,NEP,State,biome,salinity_ppt,salinity_fine,salini_coarse,WUE,CUE,Tair_f,VPD_f,Rg_f,avg_length,avg_sos,avg_eos,lat,long,climate,climate_2,salinity_con
US-KS4,2018,8,-31.794,193.062,166.65,96.264,26.412,FL,wetlands,23.0,low med,med,2.006,0.137,28.492,8.918,253.894,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2018,9,-41.448,211.237,173.294,86.728,37.943,FL,wetlands,23.0,low med,med,2.436,0.18,28.539,8.889,230.602,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2019,3,-10.471,25.603,14.278,19.952,11.325,FL,wetlands,23.0,low med,med,1.283,0.442,21.4,6.37,241.216,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2019,4,-36.92,112.689,65.603,79.534,47.085,FL,wetlands,23.0,low med,med,1.417,0.418,23.351,6.895,259.633,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2019,5,-43.602,163.422,142.348,89.481,21.074,FL,wetlands,23.0,low med,med,1.826,0.129,26.123,7.578,278.884,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2019,6,-18.851,166.277,154.391,102.628,11.886,FL,wetlands,23.0,low med,med,1.62,0.071,27.776,5.428,236.016,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2019,7,-26.329,171.615,144.173,102.572,27.442,FL,wetlands,23.0,low med,med,1.673,0.16,28.659,7.758,239.679,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2019,8,-23.809,170.688,158.602,102.227,12.086,FL,wetlands,23.0,low med,med,1.67,0.071,28.527,4.115,226.297,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2019,9,-46.314,181.084,142.8,84.74,38.285,FL,wetlands,23.0,low med,med,2.137,0.211,31.509,13.762,237.042,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2020,3,-2.886,38.158,33.446,17.32,4.712,FL,wetlands,23.0,low med,med,2.203,0.123,26.138,7.52,251.688,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2020,4,-24.223,136.07,110.187,82.667,25.883,FL,wetlands,23.0,low med,med,1.646,0.19,23.697,7.406,225.381,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2020,5,-40.312,158.868,130.253,83.312,28.615,FL,wetlands,23.0,low med,med,1.907,0.18,25.018,8.091,264.995,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2020,6,-41.949,185.464,153.071,99.365,32.393,FL,wetlands,23.0,low med,med,1.866,0.175,27.663,7.473,238.009,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2020,7,-35.48,208.808,172.108,113.786,36.7,FL,wetlands,23.0,low med,med,1.835,0.176,28.421,7.475,234.194,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2020,8,-41.638,177.857,119.895,103.706,57.962,FL,wetlands,23.0,low med,med,1.715,0.326,32.421,6.573,251.836,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2020,9,-68.487,150.424,54.693,96.739,95.731,FL,wetlands,23.0,low med,med,1.555,0.636,29.149,5.366,209.891,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2021,3,-10.324,45.092,32.543,13.463,12.549,FL,wetlands,23.0,low med,med,3.349,0.278,25.782,6.25,252.871,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2021,4,-65.405,157.238,94.78,84.802,62.458,FL,wetlands,23.0,low med,med,1.854,0.397,22.413,5.968,240.349,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2021,5,-46.505,212.894,156.076,102.887,56.818,FL,wetlands,23.0,low med,med,2.069,0.267,25.527,7.201,289.282,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2021,6,-31.6,201.376,169.459,94.399,31.916,FL,wetlands,23.0,low med,med,2.133,0.158,27.242,4.604,228.566,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2021,7,-54.771,230.861,227.73,117.948,3.131,FL,wetlands,23.0,low med,med,1.957,0.014,30.881,7.246,237.349,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2021,8,-26.674,221.725,208.563,109.172,13.162,FL,wetlands,23.0,low med,med,2.031,0.059,29.537,2.308,223.245,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2021,9,-49.33,205.075,172.933,98.561,32.142,FL,wetlands,23.0,low med,med,2.081,0.157,27.472,6.934,215.272,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2022,3,-11.738,31.768,18.719,21.845,13.049,FL,wetlands,23.0,low med,med,1.454,0.411,22.662,7.11,270.013,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2022,4,-10.866,17.455,6.193,12.914,11.262,FL,wetlands,23.0,low med,med,1.352,0.645,21.932,5.129,203.384,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-LA1,2012,3,2.968,43.025,64.364,28.368,-21.339,LA,wetlands,4.6,low,low,1.517,-0.496,26.618,15.182,216.693,181.2,70.6,273.0,29.501,-90.445,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA1,2012,4,1.8,56.57,64.228,40.248,-7.659,LA,wetlands,4.6,low,low,1.406,-0.135,24.871,13.434,261.001,181.2,70.6,273.0,29.501,-90.445,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA1,2012,5,-3.268,75.212,92.13,47.197,-16.918,LA,wetlands,4.6,low,low,1.594,-0.225,26.934,17.857,270.308,181.2,70.6,273.0,29.501,-90.445,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA1,2012,6,-3.147,78.051,90.11,53.018,-12.059,LA,wetlands,4.6,low,low,1.472,-0.155,31.296,23.624,272.017,181.2,70.6,273.0,29.501,-90.445,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA1,2012,7,8.566,80.831,102.255,48.524,-21.424,LA,wetlands,4.6,low,low,1.666,-0.265,28.49,12.806,231.832,181.2,70.6,273.0,29.501,-90.445,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA1,2012,8,0.357,57.94,64.004,44.489,-6.064,LA,wetlands,4.6,low,low,1.302,-0.105,28.578,12.624,207.484,181.2,70.6,273.0,29.501,-90.445,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA1,2012,9,3.096,50.658,59.744,53.776,-9.086,LA,wetlands,4.6,low,low,0.942,-0.179,26.652,10.36,222.374,181.2,70.6,273.0,29.501,-90.445,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2012,3,-39.232,128.504,95.15,41.385,33.354,LA,wetlands,0.2,very low,low,3.105,0.26,23.262,11.217,199.61,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2012,4,-91.42,209.069,118.319,66.706,90.75,LA,wetlands,0.2,very low,low,3.134,0.434,22.912,10.217,255.15,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2012,5,-85.808,244.381,142.754,79.469,101.627,LA,wetlands,0.2,very low,low,3.075,0.416,26.157,13.498,261.912,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2012,6,-82.445,268.564,194.256,76.906,74.307,LA,wetlands,0.2,very low,low,3.492,0.277,29.546,17.423,267.253,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2012,7,-67.541,197.947,115.361,66.991,82.586,LA,wetlands,0.2,very low,low,2.955,0.417,27.709,10.533,222.638,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2012,8,-40.148,138.299,95.489,58.792,42.81,LA,wetlands,0.2,very low,low,2.352,0.31,27.424,9.0,205.083,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2012,9,-8.448,116.866,91.443,68.152,25.423,LA,wetlands,0.2,very low,low,1.715,0.218,26.516,9.562,214.473,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2013,3,24.029,26.562,46.397,33.652,-19.836,LA,wetlands,0.2,very low,low,0.789,-0.747,16.836,7.692,228.496,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2013,4,-26.381,117.292,97.776,34.697,19.516,LA,wetlands,0.2,very low,low,3.38,0.166,22.503,9.261,205.633,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2013,5,-121.338,244.535,121.552,61.597,122.983,LA,wetlands,0.2,very low,low,3.97,0.503,24.608,10.418,253.745,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2013,6,-108.159,294.261,199.3,77.527,94.961,LA,wetlands,0.2,very low,low,3.796,0.323,29.571,13.527,256.71,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2013,7,-77.057,251.187,178.93,62.765,72.257,LA,wetlands,0.2,very low,low,4.002,0.288,28.623,11.271,232.632,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2013,8,-30.72,204.693,168.924,62.604,35.769,LA,wetlands,0.2,very low,low,3.27,0.175,28.741,12.019,221.53,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2013,9,-17.171,172.981,175.297,58.419,-2.316,LA,wetlands,0.2,very low,low,2.961,-0.013,28.485,13.26,208.787,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2021,4,-169.104,146.752,60.389,89.028,86.362,LA,wetlands,0.2,very low,low,1.648,0.588,20.869,6.364,268.29,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2021,5,-113.814,291.655,169.411,109.217,122.244,LA,wetlands,0.2,very low,low,2.67,0.419,25.033,7.011,265.964,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2021,6,-113.882,269.984,175.378,124.523,94.606,LA,wetlands,0.2,very low,low,2.168,0.35,27.265,5.753,226.475,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2021,7,-46.743,264.474,213.804,114.486,50.67,LA,wetlands,0.2,very low,low,2.31,0.192,27.426,5.479,221.998,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2021,8,12.194,195.166,197.341,116.329,-2.174,LA,wetlands,0.2,very low,low,1.678,-0.011,27.478,6.27,224.21,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2021,9,5.767,125.723,119.95,94.625,5.773,LA,wetlands,0.2,very low,low,1.329,0.046,25.774,5.892,199.69,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2022,3,-8.152,87.337,56.153,97.257,31.184,LA,wetlands,0.2,very low,low,0.898,0.357,17.695,6.007,242.588,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2022,4,-88.683,229.335,128.371,107.731,100.964,LA,wetlands,0.2,very low,low,2.129,0.44,21.515,7.41,271.521,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2022,5,-169.832,384.965,222.401,147.549,162.564,LA,wetlands,0.2,very low,low,2.609,0.422,25.874,7.888,282.272,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2022,6,-113.44,342.238,234.816,155.598,107.423,LA,wetlands,0.2,very low,low,2.2,0.314,28.335,9.145,283.587,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2022,7,-2.688,359.887,354.114,132.422,5.773,LA,wetlands,0.2,very low,low,2.718,0.016,27.79,6.516,243.914,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2022,8,-23.303,273.678,250.783,102.224,22.895,LA,wetlands,0.2,very low,low,2.677,0.084,27.01,5.078,198.066,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2022,9,-19.002,239.366,235.321,115.495,4.046,LA,wetlands,0.2,very low,low,2.073,0.017,25.981,8.753,246.627,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2023,4,-160.831,388.439,216.083,131.048,172.357,LA,wetlands,0.2,very low,low,2.964,0.444,23.029,7.338,261.788,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2023,5,-162.518,351.676,213.519,134.034,138.157,LA,wetlands,0.2,very low,low,2.624,0.393,24.868,6.229,262.962,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2023,6,1.226,134.224,123.495,37.885,10.729,LA,wetlands,0.2,very low,low,3.543,0.08,28.589,9.423,290.028,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2023,8,10.987,173.315,135.402,72.882,37.913,LA,wetlands,0.2,very low,low,2.378,0.219,27.774,9.143,262.451,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA2,2023,9,4.427,216.416,191.575,110.184,24.841,LA,wetlands,0.2,very low,low,1.964,0.115,26.666,9.894,235.699,159.8,64.882,298.016,29.859,-90.287,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA3,2020,3,-62.623,182.185,117.129,62.72,65.056,LA,wetlands,15.0,low med,med,2.905,0.357,21.299,3.256,221.825,264.8,60.52,305.614,29.494,-89.915,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA3,2020,4,-61.908,189.438,117.819,90.363,71.619,LA,wetlands,15.0,low med,med,2.096,0.378,21.604,5.687,231.319,264.8,60.52,305.614,29.494,-89.915,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA3,2020,5,-78.672,221.919,133.905,107.916,88.014,LA,wetlands,15.0,low med,med,2.056,0.397,24.532,7.478,289.92,264.8,60.52,305.614,29.494,-89.915,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA3,2020,6,-31.48,241.869,196.581,101.155,45.289,LA,wetlands,15.0,low med,med,2.391,0.187,27.318,8.026,246.944,264.8,60.52,305.614,29.494,-89.915,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA3,2020,7,-22.972,241.526,233.001,103.704,8.525,LA,wetlands,15.0,low med,med,2.329,0.035,27.987,6.644,215.567,264.8,60.52,305.614,29.494,-89.915,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA3,2021,4,-156.951,201.369,95.112,95.602,106.256,LA,wetlands,15.0,low med,med,2.106,0.528,20.598,5.632,244.842,264.8,60.52,305.614,29.494,-89.915,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA3,2021,5,-81.011,249.8,150.345,94.9,99.455,LA,wetlands,15.0,low med,med,2.632,0.398,24.531,7.072,251.315,264.8,60.52,305.614,29.494,-89.915,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA3,2021,6,-50.457,241.138,201.221,87.954,39.917,LA,wetlands,15.0,low med,med,2.742,0.166,27.033,6.475,240.92,264.8,60.52,305.614,29.494,-89.915,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA3,2021,7,-81.05,252.431,160.458,99.098,91.973,LA,wetlands,15.0,low med,med,2.547,0.364,27.909,7.312,227.117,264.8,60.52,305.614,29.494,-89.915,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA3,2021,8,-61.372,246.832,189.682,104.26,57.15,LA,wetlands,15.0,low med,med,2.367,0.232,28.454,8.469,234.046,264.8,60.52,305.614,29.494,-89.915,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA3,2021,9,-80.95,229.841,199.493,102.266,30.348,LA,wetlands,15.0,low med,med,2.247,0.132,26.144,7.188,191.94,264.8,60.52,305.614,29.494,-89.915,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA3,2022,3,-28.844,99.465,62.718,66.081,36.747,LA,wetlands,15.0,low med,med,1.505,0.369,18.207,5.052,239.607,264.8,60.52,305.614,29.494,-89.915,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA3,2022,4,-42.542,150.424,100.097,84.922,50.327,LA,wetlands,15.0,low med,med,1.771,0.335,21.936,6.576,262.606,264.8,60.52,305.614,29.494,-89.915,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA3,2022,5,-53.427,192.147,129.646,94.598,62.501,LA,wetlands,15.0,low med,med,2.031,0.325,26.24,7.633,265.315,264.8,60.52,305.614,29.494,-89.915,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA3,2022,6,-40.247,206.066,155.639,112.154,50.426,LA,wetlands,15.0,low med,med,1.837,0.245,28.978,10.165,270.587,264.8,60.52,305.614,29.494,-89.915,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA3,2022,7,-73.223,260.693,189.051,111.738,71.642,LA,wetlands,15.0,low med,med,2.333,0.275,28.474,8.128,248.35,264.8,60.52,305.614,29.494,-89.915,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA3,2022,8,-64.163,219.832,125.525,98.391,94.306,LA,wetlands,15.0,low med,med,2.234,0.429,27.819,7.228,194.016,264.8,60.52,305.614,29.494,-89.915,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA3,2022,9,-73.801,224.608,160.734,109.044,63.874,LA,wetlands,15.0,low med,med,2.06,0.284,26.842,9.596,232.181,264.8,60.52,305.614,29.494,-89.915,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA3,2023,3,-102.569,223.416,123.954,71.82,99.462,LA,wetlands,15.0,low med,med,3.111,0.445,19.426,4.563,211.481,264.8,60.52,305.614,29.494,-89.915,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA3,2023,4,-122.899,268.98,165.677,88.301,103.303,LA,wetlands,15.0,low med,med,3.046,0.384,21.422,5.332,228.804,264.8,60.52,305.614,29.494,-89.915,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA3,2023,5,-122.957,312.068,183.445,107.687,128.623,LA,wetlands,15.0,low med,med,2.898,0.412,25.53,8.069,274.67,264.8,60.52,305.614,29.494,-89.915,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA3,2023,6,-90.691,265.211,171.333,104.385,93.877,LA,wetlands,15.0,low med,med,2.541,0.354,28.534,9.43,282.976,264.8,60.52,305.614,29.494,-89.915,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA3,2023,7,-75.207,283.788,215.449,120.891,68.339,LA,wetlands,15.0,low med,med,2.347,0.241,29.907,11.805,269.579,264.8,60.52,305.614,29.494,-89.915,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA3,2023,8,-52.389,240.338,192.086,118.312,48.252,LA,wetlands,15.0,low med,med,2.031,0.201,31.03,13.471,274.675,264.8,60.52,305.614,29.494,-89.915,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-LA3,2023,9,-26.108,188.845,164.473,88.303,24.371,LA,wetlands,15.0,low med,med,2.139,0.129,28.175,9.613,205.637,264.8,60.52,305.614,29.494,-89.915,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-MRM,2012,5,45.238,109.273,110.867,77.46,-1.594,NJ,wetlands,3.1,very low,low,1.411,-0.015,19.179,7.763,239.399,87.2,125.005,217.048,40.816,-74.043,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-MRM,2012,6,-15.241,206.481,196.54,112.779,9.941,NJ,wetlands,3.1,very low,low,1.831,0.048,21.781,5.921,287.747,87.2,125.005,217.048,40.816,-74.043,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-MRM,2012,7,-38.718,288.893,247.348,138.972,41.546,NJ,wetlands,3.1,very low,low,2.079,0.144,25.715,4.697,270.934,87.2,125.005,217.048,40.816,-74.043,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-MRM,2012,8,-9.988,51.092,44.759,15.207,6.333,NJ,wetlands,3.1,very low,low,3.36,0.124,26.076,3.75,251.916,87.2,125.005,217.048,40.816,-74.043,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-MRM,2013,5,66.183,42.346,73.049,69.267,-30.703,NJ,wetlands,3.1,very low,low,0.611,-0.725,17.538,13.735,243.787,87.2,125.005,217.048,40.816,-74.043,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-MRM,2013,6,10.166,166.148,168.202,98.201,-2.055,NJ,wetlands,3.1,very low,low,1.692,-0.012,22.415,11.924,261.334,87.2,125.005,217.048,40.816,-74.043,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-MRM,2013,7,-16.359,196.884,187.872,106.767,9.012,NJ,wetlands,3.1,very low,low,1.844,0.046,26.433,12.039,244.015,87.2,125.005,217.048,40.816,-74.043,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-MRM,2013,8,2.84,17.787,14.478,12.641,3.31,NJ,wetlands,3.1,very low,low,1.407,0.186,22.308,9.55,215.065,87.2,125.005,217.048,40.816,-74.043,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-Myb,2011,5,18.695,12.459,30.19,170.145,-17.731,CA,wetlands,7.0,low,low,0.073,-1.423,15.517,6.948,287.536,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2011,6,-22.416,23.145,22.586,171.408,0.559,CA,wetlands,7.0,low,low,0.135,0.024,19.148,8.211,304.738,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2011,7,6.025,36.482,39.303,176.378,-2.821,CA,wetlands,7.0,low,low,0.207,-0.077,20.806,8.983,341.838,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2011,8,-75.122,71.112,34.085,148.782,37.028,CA,wetlands,7.0,low,low,0.478,0.521,20.179,7.671,311.394,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2011,9,-66.367,167.269,134.086,144.785,33.183,CA,wetlands,7.0,low,low,1.155,0.198,20.972,9.129,251.33,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2012,5,-91.835,331.349,273.758,248.274,57.592,CA,wetlands,7.0,low,low,1.335,0.174,17.856,9.192,333.23,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2012,6,-106.939,416.641,355.13,328.162,61.51,CA,wetlands,7.0,low,low,1.27,0.148,19.66,10.69,345.428,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2012,7,-137.672,522.36,464.808,353.016,57.552,CA,wetlands,7.0,low,low,1.48,0.11,20.177,9.214,344.123,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2012,8,-78.428,488.777,455.443,293.66,33.334,CA,wetlands,7.0,low,low,1.664,0.068,20.418,9.626,310.395,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2012,9,-70.821,499.672,489.42,200.482,10.252,CA,wetlands,7.0,low,low,2.492,0.021,19.025,8.615,251.345,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2013,5,-29.71,197.521,163.83,141.161,33.691,CA,wetlands,7.0,low,low,1.399,0.171,18.353,9.881,317.632,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2013,6,-32.282,262.151,250.746,174.258,11.405,CA,wetlands,7.0,low,low,1.504,0.044,20.612,10.943,326.363,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
